year,code,country_origin,country_consignment,net_mass,cif_etb,cif_usd
2016,1022100,Netherlands,Belgium,36400,3343825.84,154817.5
2016,1051100,France,France,56,64273.64,2975.84
2016,1051100,Netherlands,Germany,3193,1640793.2,75967.92
2016,1051300,United Kingdom,United Kingdom,476,963758.46,44621.55
2016,1059910,Brazil,Brazil,2925,6266614.48,290141.18
2016,1059910,Bulgaria,Bulgaria,640,234639.04,10863.67
2016,1059910,France,France,256,542433.99,25114.43
2016,1059910,Germany,Germany,585,1279751.51,59251.87
2016,1059910,Kenya,Kenya,280,77665.56,3595.88
2016,1059910,Netherlands,Netherlands,8878.8,14150731.33,655171.95
2016,1059990,Netherlands,Netherlands,447,1121227.76,51912.29
2016,1059990,Spain,Germany,293,837669.99,38783.71
2016,1069000,China,China,50.35,6115.18,283.13
2016,1069000,Kenya,Kenya,1347,4818193.96,223080.02
2016,1069000,Netherlands,Netherlands,41591,48408734.75,2241300.77
2016,1069000,Slovakia,Austria,3,11176.04,517.45
2016,2011000,United Arab Emirates,United Arab Emirates,482,135625.04,6279.37
2016,2022000,China,China,87,8526.31,394.76
2016,2023000,China,China,65,4790.05,221.78
2016,2023000,South Africa,South Africa,258,84096.48,3893.63
2016,2023000,United Arab Emirates,United Arab Emirates,1927,167052.87,7734.47
2016,2031200,China,China,193,14242.9,659.44
2016,2031900,China,China,2644.61,273490.22,12662.46
2016,2031900,Italy,Italy,241.31,80987.71,3749.69
2016,2032200,Kenya,Kenya,1408,158286.4,7328.58
2016,2032900,China,China,64,4790.05,221.78
2016,2032900,France,France,330,62370.24,2887.71
2016,2032900,South Africa,South Africa,2555,573885.3,26570.61
2016,2043000,New Zealand,Sweden,65.89,5979.05,276.83
2016,2044300,United States,United Arab Emirates,476,218740.21,10127.56
2016,2062900,China,China,42,3070.61,142.17
2016,2062900,China,Hong Kong,110,26859.2,1243.57
2016,2069000,Netherlands,Netherlands,55,274789.46,12722.62
2016,2071100,China,China,322,75582.33,3499.42
2016,2071100,South Africa,South Africa,25.44,737.35,34.14
2016,2071200,Germany,Germany,80,73247.42,3391.32
2016,2071200,United Kingdom,United Kingdom,4515,1100505.07,50952.85
2016,2071400,Brazil,Brazil,27343.68,1279226.49,59227.56
2016,2071400,Brazil,United Arab Emirates,14591,218814.46,10131
2016,2071400,Turkey,Turkey,5476.7,376993.73,17454.63
2016,2072400,Ukraine,Ukraine,22250,1169893.12,54165.48
2016,2072500,United States,United Arab Emirates,476,178440.4,8261.7
2016,2072700,Turkey,Turkey,601.13,74500.13,3449.32
2016,2074500,France,United Arab Emirates,482,189875.08,8791.12
2016,2101100,China,China,607.3,140650.52,6512.05
2016,2101900,China,China,955.03,96813.29,4482.4
2016,2101900,Kenya,Kenya,668,163432.88,7566.86
2016,2101900,Spain,Spain,7,3607.56,167.03
2016,2109200,China,China,210,4090.14,189.37
2016,2109900,South Africa,South Africa,50,8471.17,392.21
2016,3019100,China,China,83,26090.11,1207.96
2016,3021100,France,France,3.5,16948.27,784.7
2016,3021100,Somalia,Somalia,4000,95726.73,4432.1
2016,3021400,Norway,Sweden,5640.11,915957.65,42408.4
2016,3021900,Norway,Norway,243.33,144305.37,6681.27
2016,3021900,Tanzania,Tanzania,4888,266984.66,12361.26
2016,3023500,South Korea,South Korea,68,23066.72,1067.98
2016,3023900,Philippines,United Arab Emirates,477,519704.46,24062.06
2016,3031900,Oman,Oman,20,1708.83,79.12
2016,3032900,Norway,Norway,243.34,50445.91,2335.62
2016,3033900,Egypt,United Arab Emirates,400,6171.75,285.75
2016,3049900,China,China,284,20906.41,967.96
2016,3049900,United Arab Emirates,United Arab Emirates,2999,372801.41,17260.52
2016,3052000,China,China,1209,88876.69,4114.95
2016,3053900,China,China,88,17135.51,793.36
2016,3054100,United Arab Emirates,United Arab Emirates,3697,364646.93,16882.97
2016,3054200,Greece,Greece,27.5,4420.07,204.65
2016,3054900,China,China,21.72,3378.46,156.42
2016,3055900,China,China,587,43132.07,1996.99
2016,3055900,South Korea,South Korea,2,254.96,11.8
2016,3056300,South Korea,South Korea,210,61614.5,2852.72
2016,3056900,China,China,114,8386.33,388.28
2016,3056900,South Korea,South Korea,12,1308.1,60.56
2016,3061100,Tanzania,Tanzania,88,12856.69,595.26
2016,3061700,Norway,Norway,243.33,46186.78,2138.43
2016,3062600,China,China,166,12199.22,564.82
2016,3062900,South Korea,South Korea,10,957.34,44.32
2016,3074900,China,China,23.96,2909.83,134.72
2016,4011000,China,China,231,16989.5,786.61
2016,4011000,Denmark,Denmark,10,1881.98,87.13
2016,4011000,Oman,Oman,113,19977.62,924.95
2016,4012000,Belgium,Belgium,63340.44,1146756.21,53094.26
2016,4012000,China,China,1046,11034.99,510.91
2016,4012000,Egypt,Egypt,23450.04,521201.1,24131.35
2016,4012000,France,Djibouti,3107,194531.11,9006.7
2016,4012000,France,Hungary,1748.5,215637.32,9983.9
2016,4012000,France,United Arab Emirates,5269.76,245899.64,11385.03
2016,4012000,Italy,Italy,20,19562.22,905.72
2016,4012000,Malaysia,United Arab Emirates,414,26105.37,1208.67
2016,4012000,United Arab Emirates,United Arab Emirates,235,11145.25,516.02
2016,4015000,Belgium,Belgium,13000,1145620.98,53041.69
2016,4021000,Belgium,Belgium,12500,561033.55,25975.58
2016,4021000,Germany,Germany,16848,2350134.52,108810.08
2016,4021000,Malaysia,Djibouti,21000,2004087.72,92788.28
2016,4021000,Netherlands,United Arab Emirates,1063,50291.8,2328.49
2016,4021000,New Zealand,Djibouti,33705,3299063.91,152745.05
2016,4021000,New Zealand,New Zealand,7987,1009941.73,46759.81
2016,4021000,Oman,Oman,180.85,5274.08,244.19
2016,4021000,Poland,Poland,17424,2975843.24,137780.09
2016,4021000,Saudi Arabia,South Africa,65,8059.64,373.16
2016,4021000,South Korea,South Korea,1,142.6,6.6
2016,4021000,United Kingdom,Netherlands,20320,1132923.93,52453.82
2016,4022100,Germany,Germany,8424,1130941.88,52362.06
2016,4022100,Netherlands,Belgium,8145,883157.84,40889.78
2016,4022100,Switzerland,Belgium,100272,25388233.52,1175462.8
2016,4022100,Switzerland,Switzerland,18532.8,4645649.01,215091.28
2016,4022900,Egypt,Egypt,1393,22649.64,1048.67
2016,4022900,Estonia,Estonia,15000,794094.4,36766.18
2016,4022900,France,Djibouti,199175,10593655.71,490481.08
2016,4022900,Ireland,Ireland,26000,1275711.77,59064.83
2016,4022900,Netherlands,Djibouti,50400,3340177.64,154648.59
2016,4022900,New Zealand,Djibouti,281400,16294327.68,754419.41
2016,4029100,South Africa,South Africa,5670,106622.72,4936.58
2016,4029900,China,China,402,32922.06,1524.28
2016,4029900,France,France,2490,1329906.21,61574.01
2016,4029900,Netherlands,Djibouti,77354,7187580.35,332781.46
2016,4029900,New Zealand,Ghana,899,137516.12,6366.93
2016,4029900,Oman,Djibouti,16649,1874201.76,86774.63
2016,4029900,Oman,Oman,90,26179.42,1212.09
2016,4029900,United Arab Emirates,United Arab Emirates,3604,321541.93,14887.23
2016,4031000,France,United Arab Emirates,8829.83,423504.3,19608.04
2016,4031000,Greece,Greece,1138,116342.18,5386.59
2016,4031000,South Africa,South Africa,3394.19,82403.36,3815.24
2016,4031000,Spain,United Arab Emirates,12528,635545.39,29425.44
2016,4039000,France,Djibouti,376,23535.66,1089.69
2016,4039000,France,United Arab Emirates,750.97,35042.07,1622.43
2016,4039000,Germany,Belgium,2765,105670.44,4892.49
2016,4039000,Oman,United Arab Emirates,352,10724.71,496.55
2016,4039000,South Korea,South Korea,72,12730.66,589.42
2016,4041000,France,Djibouti,186000,5872092.3,271875.01
2016,4041000,France,France,64857,2275546.65,105356.7
2016,4041000,New Zealand,Djibouti,52000,1446715.78,66982.23
2016,4049000,China,China,2,611.21,28.3
2016,4049000,United Arab Emirates,United Arab Emirates,253,37151.33,1720.09
2016,4049000,Yemen,Djibouti,51100,686031.47,31762.92
2016,4051000,Belgium,Belgium,1826,262774.73,12166.34
2016,4051000,China,China,416.49,28905.42,1338.31
2016,4051000,Denmark,United Arab Emirates,514,37357.26,1729.62
2016,4051000,France,Djibouti,8027,502642.84,23272.12
2016,4051000,France,United Arab Emirates,482,137711.59,6375.98
2016,4051000,Saudi Arabia,Saudi Arabia,121,14036.3,649.87
2016,4051000,South Africa,South Africa,1376,27160.2,1257.5
2016,4051000,Turkey,Turkey,300,70718.24,3274.22
2016,4051000,United Kingdom,Djibouti,738.86,123782.29,5731.06
2016,4059000,Egypt,United Arab Emirates,400,717.5,33.22
2016,4059000,France,Djibouti,118,7410.03,343.08
2016,4059000,Germany,Djibouti,326.6,38381.04,1777.02
2016,4061000,France,France,14,2022.97,93.66
2016,4061000,Germany,Germany,150,17788.86,823.62
2016,4062000,Italy,Italy,2250.22,492300.42,22793.27
2016,4062000,Spain,United Arab Emirates,418,24948.89,1155.12
2016,4062000,United States,United States,2128,82720.73,3829.93
2016,4063000,Egypt,Egypt,36650.88,4371594.41,202402.68
2016,4063000,Kenya,Kenya,440,100997.87,4676.15
2016,4069000,Belgium,Belgium,1098,238343.35,11035.18
2016,4069000,Bulgaria,Bulgaria,2356,270996.29,12546.99
2016,4069000,China,China,590,5146.39,238.28
2016,4069000,Denmark,United Arab Emirates,10,882.11,40.84
2016,4069000,France,Djibouti,4033,229774.68,10638.46
2016,4069000,France,France,2596.2,517398.03,23955.28
2016,4069000,France,United Arab Emirates,1244,132494.38,6134.43
2016,4069000,Germany,Germany,372.2,57178.34,2647.33
2016,4069000,Germany,United Arab Emirates,207.5,143208.42,6630.48
2016,4069000,Greece,Greece,601,95159.85,4405.85
2016,4069000,Italy,Italy,2970,754417.81,34929.18
2016,4069000,Netherlands,Netherlands,7814.18,1179019.81,54588.04
2016,4069000,Netherlands,United Arab Emirates,4812.41,552575.81,25583.99
2016,4069000,New Zealand,United Arab Emirates,3236,616985.92,28566.14
2016,4069000,Poland,Djibouti,5964.27,634485.86,29376.39
2016,4069000,Saudi Arabia,United Arab Emirates,5880,187049.24,8660.29
2016,4069000,South Africa,South Africa,1210,142002.66,6574.65
2016,4069000,Turkey,Turkey,21576,3634468.7,168274.13
2016,4069000,United Arab Emirates,United Arab Emirates,465,56202.12,2602.13
2016,4070010,Uganda,Uganda,1600,856958.08,39676.74
2016,4070090,China,China,115,9666.63,447.56
2016,4072900,China,China,543,10576.34,489.68
2016,4081900,China,China,261.78,27394.32,1268.34
2016,4089900,China,China,214.2,33829.35,1566.29
2016,4090000,South Africa,South Africa,176.4,9510.72,440.34
2016,5029000,China,India,1,389.31,18.02
2016,5111000,China,China,114,8367.11,387.39
2016,5111000,Germany,Germany,29.4,52709.6,2440.43
2016,5111000,Netherlands,Netherlands,30,45007.94,2083.85
2016,6012000,Israel,Israel,313,1517273.79,70249.04
2016,6012000,Netherlands,Netherlands,37800,877062.51,40607.57
2016,6012000,United States,United States,210,46756,2164.78
2016,6021000,Belgium,Belgium,152,70188.99,3249.72
2016,6021000,China,Guatemala,2,1508.52,69.84
2016,6021000,China,Kenya,8,3108.06,143.9
2016,6021000,Colombia,Colombia,476,315154.39,14591.5
2016,6021000,Ecuador,Ecuador,2779,460792.84,21334.49
2016,6021000,Ecuador,Netherlands,23047,10902620.05,504785.98
2016,6021000,El Salvador,China,24,20025.28,927.16
2016,6021000,El Salvador,El Salvador,61.2,258277.76,11958.14
2016,6021000,France,France,2,4457,206.36
2016,6021000,Germany,Germany,4018,610854.28,28282.25
2016,6021000,Israel,Israel,1175,1153838.4,53422.15
2016,6021000,Japan,Japan,4,268399.8,12426.78
2016,6021000,Kenya,Belgium,122,18103.36,838.18
2016,6021000,Kenya,Kenya,21195,4550674.59,210694.01
2016,6021000,Kenya,Netherlands,361,47668.9,2207.04
2016,6021000,Netherlands,Japan,1.1,1039.3,48.11
2016,6021000,Netherlands,Netherlands,8886.4,2547056.83,117927.49
2016,6021000,Netherlands,New Zealand,16,2156.15,99.83
2016,6021000,Portugal,Portugal,25,5346.82,247.56
2016,6021000,Spain,Spain,459,277776.04,12860.9
2016,6022000,China,United States,0.5,3465.29,160.44
2016,6022000,France,Belgium,10255,8287662.49,383714.72
2016,6024000,Ecuador,Ecuador,394,88856.66,4114.02
2016,6024000,India,India,200,49291.49,2282.17
2016,6024000,Kenya,Kenya,13373,1585182.72,73393.19
2016,6024000,Kenya,Netherlands,120,272195.73,12602.53
2016,6024000,Netherlands,Netherlands,104,39211.82,1815.49
2016,6024000,Spain,Spain,534,91999.77,4259.54
2016,6029000,Egypt,Egypt,335,97153.15,4498.14
2016,6029000,India,India,718,255890.9,11847.62
2016,6029000,Israel,Israel,359,723956.37,33518.83
2016,6029000,Jordan,Jordan,312,17325.43,802.16
2016,6029000,Kenya,Kenya,375,64857.9,3002.89
2016,6029000,Netherlands,Netherlands,2689,952097.67,44081.66
2016,6029000,Sri Lanka,Sri Lanka,327.5,55838.95,2585.32
2016,6029000,Thailand,Thailand,118,112650.2,5215.65
2016,6031100,Ecuador,Ecuador,3022,492651.93,22809.54
2016,6031100,Kenya,Kenya,458,54929.71,2543.22
2016,6039000,China,China,361,70841.28,3279.92
2016,6039000,Indonesia,Indonesia,158.43,486.34,22.52
2016,6049000,China,China,1,187.14,8.66
2016,7011000,Netherlands,Netherlands,535,17413.46,806.23
2016,7019000,China,China,11,624.05,28.89
2016,7019000,India,Somalia,200000,1812039.6,83896.55
2016,7031000,Sri Lanka,United Arab Emirates,36,1086.05,50.28
2016,7031000,Sudan,Sudan,51419100,168760414.7,7813524.77
2016,7032000,China,China,26,472.42,21.87
2016,7032000,Somalia,Djibouti,80000,1848800.32,85598.55
2016,7032000,Turkey,Turkey,76.5,11895.73,550.77
2016,7039000,China,China,71,5685.06,263.22
2016,7041000,Saudi Arabia,Somalia,59200,755039.79,34957.97
2016,7042000,China,China,1.43,2106.12,97.51
2016,7049000,China,China,859.64,97404.56,4509.78
2016,7052900,China,China,1380,114851.33,5317.57
2016,7061000,China,China,52,7304.48,338.19
2016,7061000,Germany,Germany,140,54615.02,2528.65
2016,7061000,South Africa,South Africa,10.3,298.02,13.8
2016,7069090,China,China,687,51881.74,2402.1
2016,7069090,Saudi Arabia,South Africa,10,1306.12,60.47
2016,7070000,Sri Lanka,United Arab Emirates,44,1331.28,61.64
2016,7081000,China,United Arab Emirates,3279.62,52122.29,2413.24
2016,7081000,Italy,United Arab Emirates,5025.25,89687.74,4152.49
2016,7081000,South Africa,South Africa,100,6203.91,287.24
2016,7082000,China,China,1095,97129.97,4497.08
2016,7082000,China,United Arab Emirates,2090,25531.6,1182.1
2016,7082000,Italy,United Arab Emirates,1433,27929.87,1293.13
2016,7082000,United Kingdom,United Kingdom,2419.2,50367,2331.97
2016,7089000,China,China,170,12543.8,580.77
2016,7095100,China,China,13703,452551.93,20952.93
2016,7095100,China,United Arab Emirates,566,14573.86,674.76
2016,7095900,China,China,803,59001.28,2731.73
2016,7095900,Turkey,Turkey,594,19620.1,908.4
2016,7097000,South Africa,South Africa,200,11321.29,524.17
2016,7099300,China,China,60,8425.2,390.08
2016,7099300,Saudi Arabia,South Africa,23,2908.33,134.65
2016,7101000,France,Belgium,9975,419478.25,19421.64
2016,7102200,Belgium,United Arab Emirates,476,11081.33,513.06
2016,7102200,China,China,1017,33973.48,1572.96
2016,7102200,Turkey,Turkey,1000,39720.67,1839.05
2016,7104000,China,United Arab Emirates,260,8014.81,371.08
2016,7104000,United Arab Emirates,United Arab Emirates,240,9858.99,456.47
2016,7108000,China,China,8,710.2,32.88
2016,7109000,China,China,28,1602.56,74.2
2016,7112000,Turkey,Turkey,19657.3,2316782.41,107265.89
2016,7115900,Iraq,United Arab Emirates,193,3523.53,163.14
2016,7115900,Turkey,Turkey,1510.7,79323.27,3672.63
2016,7119000,China,China,108,5441.81,251.96
2016,7119000,Turkey,Turkey,56,7391.29,342.21
2016,7123100,China,China,525.71,165997.9,7685.62
2016,7123100,South Korea,South Korea,210,4908.25,227.25
2016,7123200,China,China,239,54633.52,2529.5
2016,7123300,China,China,1886.63,215657.11,9984.82
2016,7123900,China,China,988.31,105729.26,4895.2
2016,7123900,China,United Arab Emirates,480,8386.24,388.28
2016,7129010,South Africa,South Africa,13.48,390.54,18.08
2016,7129090,China,China,193.64,19685.12,911.42
2016,7131000,China,China,150,8103.52,375.19
2016,7131000,Italy,Turkey,16698950,269944760.7,12498310.56
2016,7131000,Italy,Ukraine,4217150,65032629.65,3010978.99
2016,7131000,Italy,United Arab Emirates,1999500,31894421.96,1476696.16
2016,7131000,Italy,United States,1729750,27610506.66,1278352.97
2016,7131000,Turkey,Turkey,1500,65468.83,3031.17
2016,7131000,United States,United States,41029550,828042096.8,38337944.63
2016,7132000,Turkey,Turkey,6300,304283.5,14088.19
2016,7133100,China,China,2970.4,239773.02,11101.37
2016,7133100,Turkey,Turkey,8000,337335.54,15618.47
2016,7133300,Belgium,Kenya,84.5,36547.8,1692.14
2016,7133300,China,China,4.9,391.22,18.11
2016,7133300,Turkey,Turkey,2795,184264.69,8531.37
2016,7133400,China,China,107,9871.69,457.05
2016,7134000,Canada,United Arab Emirates,240000,6508450.97,301338.1
2016,7134000,Turkey,Turkey,5450,282684.12,13088.13
2016,7134000,United Arab Emirates,United Arab Emirates,480913,12816518.26,593398.53
2016,7134000,United States,United States,69700,1128152.65,52232.92
2016,7135000,China,China,224,16497.54,763.83
2016,7139000,China,China,2304,170112.08,7876.11
2016,7139000,United Kingdom,United Arab Emirates,123,2245.27,103.95
2016,7142000,China,China,1791,141140.96,6534.76
2016,7142000,South Africa,South Africa,11.24,325.64,15.08
2016,7149000,China,China,0.24,351.01,16.25
2016,8011100,Saudi Arabia,South Africa,34,4244.35,196.51
2016,8013200,China,China,3.14,4640.27,214.84
2016,8013200,India,United Arab Emirates,70,2127.06,98.48
2016,8013200,Mozambique,South Africa,86,10621.04,491.75
2016,8021100,China,China,28.19,787.39,36.46
2016,8021200,United Arab Emirates,United Arab Emirates,975.71,58232.51,2696.14
2016,8021200,United States,United Arab Emirates,595,15577.93,721.25
2016,8022200,China,China,98.86,15378.51,712.02
2016,8023100,China,China,25,8552.7,395.99
2016,8023200,China,China,625.56,75961.41,3516.98
2016,8023200,Saudi Arabia,South Africa,136,16881.63,781.61
2016,8023200,South Africa,South Africa,10,5586.86,258.67
2016,8029000,China,China,183,38310.18,1773.74
2016,8029000,China,France,10,156.77,7.26
2016,8029000,France,France,38,3438.3,159.19
2016,8029000,Saudi Arabia,South Africa,381,47295.4,2189.75
2016,8039000,South Africa,South Africa,15.5,13458.12,623.1
2016,8041000,China,China,869,68853.66,3187.89
2016,8041000,Iraq,Somalia,60000,662131.96,30656.39
2016,8041000,Saudi Arabia,Djibouti,583425,6385018.18,295623.22
2016,8041000,Saudi Arabia,Saudi Arabia,1761295,20806317.08,963322.32
2016,8041000,Saudi Arabia,Somalia,485680,5957883,275847.07
2016,8041000,Saudi Arabia,United Arab Emirates,290960,3414261.6,158078.64
2016,8041000,Sudan,Sudan,172500,1631569.52,75540.87
2016,8041000,United Arab Emirates,Djibouti,219200,2444957.12,113200.32
2016,8041000,United Arab Emirates,Somalia,68000,749761.13,34713.58
2016,8041000,United Arab Emirates,United Arab Emirates,33147.61,448057.85,20744.86
2016,8043000,Thailand,Thailand,18306,305537.11,14146.22
2016,8043000,Thailand,United Arab Emirates,38,685.11,31.72
2016,8044000,South Africa,South Africa,170,50564.4,2341.11
2016,8045000,Kenya,United Arab Emirates,267,54190.04,2508.97
2016,8045000,Sudan,Sudan,8400,172179.15,7971.81
2016,8051000,Egypt,United Arab Emirates,15837.5,357385.51,16546.77
2016,8051000,South Africa,Djibouti,7200,11612.15,537.64
2016,8051000,South Africa,South Africa,400,85767.41,3970.99
2016,8052000,China,China,3,562.09,26.02
2016,8059000,China,China,53,3921.41,181.56
2016,8059000,Thailand,United Arab Emirates,32,587.24,27.19
2016,8061000,Australia,United Arab Emirates,7523,113264.15,5244.07
2016,8061000,Chile,Djibouti,14023,19976.81,924.92
2016,8061000,Chile,Italy,17712,868934.64,40231.25
2016,8061000,Italy,United Arab Emirates,2950,112928.32,5228.53
2016,8061000,Peru,United Arab Emirates,2700,115073.75,5327.86
2016,8061000,South Africa,South Africa,49320,2932014.39,135750.84
2016,8061000,South Africa,United Arab Emirates,9989.6,482844.01,22355.44
2016,8062000,Argentina,Argentina,39000,1688074.77,78157.04
2016,8062000,Guatemala,United Arab Emirates,3270,152186.3,7046.15
2016,8062000,India,United Arab Emirates,34366,1133121.6,52462.98
2016,8062000,Iran,United Arab Emirates,15487,416033.92,19262.17
2016,8062000,Oman,United Arab Emirates,75941,1942545.96,89938.93
2016,8062000,South Africa,South Africa,600,40426.81,1871.74
2016,8062000,Turkey,Turkey,500,45297.18,2097.24
2016,8062000,United Arab Emirates,United Arab Emirates,570,58619.25,2714.04
2016,8071100,China,China,137,19092.09,883.95
2016,8071900,China,China,4,2193.07,101.54
2016,8081000,Belgium,Belgium,114695,1428980.96,66161.12
2016,8081000,Chile,Chile,25280,689580.97,31927.26
2016,8081000,Chile,Djibouti,50560,78013.27,3611.98
2016,8081000,France,France,200814.8,6678972.11,309233.15
2016,8081000,France,Saudi Arabia,44352,1520150.94,70382.25
2016,8081000,France,South Africa,22176,759070.79,35144.61
2016,8081000,France,United Arab Emirates,24544,713132.08,33017.67
2016,8081000,Germany,Germany,6826,643210.92,29780.35
2016,8081000,Greece,Greece,8090,350780.2,16240.95
2016,8081000,Italy,Italy,20160,661668.22,30634.92
2016,8081000,Italy,Slovakia,20160,657694.18,30450.92
2016,8081000,Netherlands,United Arab Emirates,7523,728856.2,33745.69
2016,8081000,Saudi Arabia,United Arab Emirates,5000,185034.49,8567.01
2016,8081000,South Africa,Djibouti,28396,73382.6,3397.58
2016,8081000,South Africa,Saudi Arabia,19191,729486.56,33774.87
2016,8081000,South Africa,South Africa,102450.1,3478203.95,161039.14
2016,8081000,South Africa,United Arab Emirates,36322,1067282.45,49414.66
2016,8081000,United States,Djibouti,2100,45964.81,2128.15
2016,8081000,United States,United Arab Emirates,17804,619707,28692.13
2016,8081000,United States,United States,80101,2372713.34,109855.47
2016,8083000,South Africa,Djibouti,2070,9705.16,449.34
2016,8083000,South Africa,South Africa,2269.04,83910.75,3885.03
2016,8083000,South Africa,United Arab Emirates,3240,165975.06,7684.56
2016,8093000,South Africa,United Arab Emirates,2100,36778.62,1702.83
2016,8094000,China,China,3,1627.43,75.35
2016,8094000,South Africa,Djibouti,900,9803.2,453.88
2016,8094000,South Africa,South Africa,5000,286043.35,13243.67
2016,8094000,South Africa,United Arab Emirates,500,25910.87,1199.66
2016,8104000,South Africa,South Africa,20,1151.71,53.32
2016,8104000,Thailand,United Arab Emirates,35,636.18,29.45
2016,8105000,Chile,Djibouti,6000,29439.46,1363.03
2016,8105000,Italy,United Arab Emirates,3984.6,161064.45,7457.2
2016,8105000,South Africa,Djibouti,1650,9558.11,442.54
2016,8109000,France,France,398.2,76944.6,3562.5
2016,8109000,Kenya,Kenya,24325,1426955.33,66067.33
2016,8109000,New Zealand,United Arab Emirates,23116,870007,40280.9
2016,8109000,South Africa,South Africa,998,57274.24,2651.77
2016,8109000,South Africa,United Arab Emirates,22568.1,934941.88,43287.35
2016,8109000,Turkey,Turkey,864,25991.99,1203.42
2016,8109000,United Arab Emirates,United Arab Emirates,6079.5,228664.09,10587.03
2016,8111000,Turkey,Turkey,100,6494.46,300.69
2016,8112000,France,United Arab Emirates,476,17015.31,787.8
2016,8119000,South Africa,South Africa,15.3,443.46,20.53
2016,8119000,Turkey,Turkey,100,51491.71,2384.04
2016,8129000,China,China,229,44996.54,2083.32
2016,8131000,Turkey,Turkey,500,65282.42,3022.54
2016,8132000,Argentina,United Arab Emirates,226,4129.15,191.18
2016,8132000,China,China,11,4630.97,214.41
2016,8132000,India,United Arab Emirates,100,3031.5,140.36
2016,8132000,South Africa,South Africa,5.93,171.88,7.96
2016,8133000,South Africa,South Africa,20.69,599.6,27.76
2016,8133000,Thailand,United Arab Emirates,130,2373.49,109.89
2016,8134000,China,China,743,19327.86,894.87
2016,8134000,South Africa,South Africa,7.95,230.42,10.67
2016,8134000,Thailand,United Arab Emirates,130,2373.49,109.89
2016,8134000,Turkey,Turkey,200,28081.69,1300.17
2016,8135000,South Africa,South Africa,10.82,313.6,14.52
2016,8135000,United Arab Emirates,United Arab Emirates,400,69910.23,3236.81
2016,9011200,Malaysia,Malaysia,5006.4,999700.7,46285.65
2016,9011200,South Africa,South Africa,45,29408.84,1361.61
2016,9012100,Brazil,United Arab Emirates,346.81,8702.82,402.94
2016,9012100,China,France,20,1329.37,61.55
2016,9012100,Thailand,United Arab Emirates,7520.87,281446.62,13030.84
2016,9012200,Germany,Germany,834.51,104838.31,4853.96
2016,9012200,Oman,Oman,180.89,2307.25,106.82
2016,9012200,Saudi Arabia,South Africa,148,18415.63,852.63
2016,9019000,Brazil,Brazil,11972.4,4814059.18,222888.59
2016,9019000,Brazil,United Arab Emirates,3970,157975.16,7314.17
2016,9019000,Malaysia,United Arab Emirates,16029,1474293.78,68259.08
2016,9019000,Netherlands,Belgium,11.65,1543.18,71.45
2016,9019000,Thailand,Thailand,5400,717256.2,33208.61
2016,9019000,Thailand,United Arab Emirates,3392,320030.92,14817.27
2016,9021000,China,China,50,6956.65,322.09
2016,9021000,Poland,South Africa,1736,215305.68,9968.55
2016,9022000,China,China,371,72605.08,3361.58
2016,9022000,South Korea,South Korea,210,15052.22,696.91
2016,9022000,Spain,United Arab Emirates,71,3402.94,157.55
2016,9022000,Sri Lanka,United Arab Emirates,346.81,12209.8,565.31
2016,9022000,United Arab Emirates,United Arab Emirates,683.98,32384.42,1499.38
2016,9023000,China,China,538.63,82926.1,3839.44
2016,9023000,China,France,1,345.45,15.99
2016,9023000,Turkey,Turkey,3068,477990.3,22130.72
2016,9024000,China,China,4662.95,126105.3,5838.62
2016,9024000,Oman,Oman,180.89,17305.51,801.24
2016,9024000,South Korea,South Korea,68,925.3,42.84
2016,9030000,Thailand,United Arab Emirates,3340,113676.31,5263.16
2016,9041100,China,China,1544.2,95239.22,4409.53
2016,9041100,Indonesia,United Arab Emirates,1750,67300.8,3115.99
2016,9041100,Kenya,Kenya,16000,360031.71,16669.29
2016,9041100,Viet Nam,United Arab Emirates,2058,123385.59,5712.69
2016,9041200,China,China,32158.25,1324211.24,61310.33
2016,9041200,Greece,Greece,1086,36575.94,1693.45
2016,9041200,India,United Arab Emirates,15955.18,594504.97,27525.29
2016,9041200,Indonesia,United Arab Emirates,6725,310009.97,14353.31
2016,9041200,Madagascar,United Arab Emirates,8744,291930.84,13516.26
2016,9041200,Saudi Arabia,South Africa,66,8303.03,384.43
2016,9041200,South Korea,South Korea,73,8383.09,388.13
2016,9041200,Turkey,Turkey,1240,176465.13,8170.25
2016,9041200,United Arab Emirates,United Arab Emirates,975.71,32538.53,1506.52
2016,9041200,United States,United States,2128,34727.08,1607.85
2016,9041200,Viet Nam,United Arab Emirates,19290,676982.32,31343.95
2016,9042100,China,China,303.23,31269.28,1447.75
2016,9042100,Indonesia,United Arab Emirates,1500,37264.71,1725.34
2016,9042200,China,China,297.6,7696.54,356.34
2016,9042200,India,United Arab Emirates,51210,1204577.72,55771.36
2016,9051000,Israel,Israel,18.37,1077.18,49.87
2016,9052000,Spain,Spain,3578.7,405923.97,18794.08
2016,9052000,Turkey,Turkey,90,10453.85,484.01
2016,9061100,China,China,53352.36,1088007.79,50374.22
2016,9061900,China,China,520000,9940484.16,460239.56
2016,9061900,China,United Arab Emirates,65050,1222805.49,56615.3
2016,9061900,Comoros,United Arab Emirates,5000,140275.42,6494.68
2016,9061900,Guatemala,United Arab Emirates,15220,548939.09,25415.61
2016,9061900,India,United Arab Emirates,5000,163654.66,7577.13
